OBJECTID,HLUTVERK,GERD,GLJ_ID,DNR,LAGNINGARAR,KERFI,EIGANDI,SVF,VERKNR,VBL,SYMBOL,SNUNINGUR,HEIMILD,DAGSINNSETNINGAR,DAGSLEIDRETTINGAR,NAKVAEMNIXY,NAKVAEMNIZ,FLOKKUR_IST120,GLOBALID,STADA,DMM_GATLISTI,X,Y,Z,TENGINR,GREIN,KENNI,STADUR,VIDHALD,LAT,LON,Lóð,Viðfang,Ljósastaur XID,Ljósabúnaður XID,Auðkenni ljósabúnaðar (OBJECTID),Tegund ljósabúnaðar,Heiti tegundar ljósabúnaðar,Framleiðandi ljósabúnaðar,Ljósgjafi,Skráð afl [W],Notað ljósstreymi [LM],Litarhitastig [K],Ljósdreifing,Birgir,Ábyrgðartímabil [Ár],Stjórneining,Annað,Lýsing,Dags. kveiking,Dags. uppsett,Eigandi Umsjón-starfsmaður,Kennitala eiganda,Veitutegund,Uppsett afl [W],Uppsett ljósstreymi [ln],Straumfesta,Miðnæturdimming,Tengill (Zhaga),Halli ljósabúnaðar,Litur ljósabúnaðar,Þyngd [kg],Vindflötur [m²],Ljóshlíf,Lampa verkefni,Staða
1857846,Götuljós,99,1835,45,1969,Götuljósakort,Reykjavíkurborg - eignasjóður,0,,0,199,90,Veita_43002,1995/12/31 00:00:00+00,2022/09/02 14:12:52+00,10,,403,{A975F590-D9D9-4BA9-8BF0-96EB93999FA1},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0045&Eignaflokkur=15440&Sleppa=0,357183.815,407426.819,0,32853,4,,Vesturbær Götulýsing,,64.13986666,-21.93432856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857868,Götuljós,4,37724,45,2001,Götuljósakort,Reykjavíkurborg - eignasjóður,0,5450,52948,104,19.14813995,Veita_43002,2002/10/25 00:00:00+00,2022/09/02 13:56:20+00,0,,403,{FDAAEE0B-2063-4DED-9BCC-FEF68E7D1F27},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0045&Eignaflokkur=15440&Sleppa=0,356974.655,407521.529,0,32853,2,,Vesturbær Götulýsing,,64.14062818,-21.93871021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857882,Götuljós,4,37739,45,2001,Götuljósakort,Reykjavíkurborg - eignasjóður,0,5450,53049,104,193.6611404,Veita_43002,2002/10/25 00:00:00+00,2022/09/02 13:55:24+00,0,,403,{D94B7DD3-E455-413D-AE72-66119949922C},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0045&Eignaflokkur=15440&Sleppa=0,356934.372,407712.416,0,32853,2,,Vesturbær Götulýsing,,64.14232179,-21.93971896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857911,Götuljós,4,37730,45,2001,Götuljósakort,Reykjavíkurborg - eignasjóður,0,5450,53040,104,193.6611404,Veita_43002,2002/10/25 00:00:00+00,2022/09/02 13:56:20+00,0.3,,403,{30538058-BC2B-44D7-92A2-77514E9F072D},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0045&Eignaflokkur=15440&Sleppa=0,357010.098,407453.254,0,32853,2,,Vesturbær Götulýsing,,64.14003118,-21.93791787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857912,Götuljós,4,37738,45,2001,Götuljósakort,Reykjavíkurborg - eignasjóður,0,5450,53048,104,193.6611404,Veita_43002,2002/10/25 00:00:00+00,2022/09/02 13:55:24+00,0,,403,{55D7278B-30DF-4E84-A1A1-8369C6ABE529},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0045&Eignaflokkur=15440&Sleppa=0,356942.802,407683.625,0,32853,2,,Vesturbær Götulýsing,,64.14206733,-21.9395185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857913,Götuljós,99,1833,45,1969,Götuljósakort,Reykjavíkurborg - eignasjóður,0,,0,199,90,Veita_43002,1995/12/31 00:00:00+00,2022/09/02 14:12:52+00,10,,403,{62F51BF6-2A8B-4279-B70D-531DFAEFE5A7},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0045&Eignaflokkur=15440&Sleppa=0,357150.646,407467.726,0,32853,4,,Vesturbær Götulýsing,,64.1402194,-21.93504807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857914,Götuljós,4,37717,45,2001,Götuljósakort,Reykjavíkurborg - eignasjóður,0,5450,52930,104,19.14813995,Veita_43002,2002/10/25 00:00:00+00,2022/09/02 13:55:24+00,0,,403,{C2536356-DAB1-48AC-AE21-4F970520BAF4},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0045&Eignaflokkur=15440&Sleppa=0,356915.936,407723.153,0,32853,2,,Vesturbær Götulýsing,,64.14241031,-21.94010749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861521,Götuljós,18,84415,26,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:47:19+00,,,,{49A19B69-6FD7-46BA-8DAE-F32739F6C3D3},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357290.5175,407279.577,,237800,1,,Vesturbær Götulýsing,,64.13859171,-21.93199917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861522,Götuljós,18,84416,26,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:47:19+00,,,,{2F8BB648-70BB-47BD-AA27-E5A3AC9470BC},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357276.2318,407298.0607,,237801,1,,Vesturbær Götulýsing,,64.13875139,-21.93230985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861523,Götuljós,18,84417,26,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:47:19+00,,,,{53EADCBC-C8DD-42DF-AA50-E929DE41F7A6},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357251.6184,407292.2715,,237802,1,,Vesturbær Götulýsing,,64.13868928,-21.9328093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861524,Götuljós,18,84418,26,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:47:19+00,,,,{56ED8C14-8079-4576-A9AC-B19F4B41B364},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357297.3577,407292.2715,,237803,1,,Vesturbær Götulýsing,,64.1387083,-21.93187092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861533,Götuljós,18,84408,106,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:45:07+00,,,,{7BFF71B7-5462-4111-A68B-1FD3814CAC23},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0106&Eignaflokkur=15440&Sleppa=0,356894.7537,407656.2704,,237793,,,Vesturbær Götulýsing,,64.14180219,-21.94047824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861590,Götuljós,18,84419,106,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:45:07+00,,,,{3F2FF22C-2E86-4A6C-B902-DE000B80476A},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0106&Eignaflokkur=15440&Sleppa=0,356884.5427,407597.1324,,237804,,,Vesturbær Götulýsing,,64.14126803,-21.94063127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861592,Götuljós,18,84420,106,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:45:07+00,,,,{81C74709-EDF6-4C53-8805-85A47BE0BED1},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0106&Eignaflokkur=15440&Sleppa=0,356895.3138,407516.1175,,237805,,,Vesturbær Götulýsing,,64.14054661,-21.9403329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861593,Götuljós,18,84421,26,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:50+00,2023/05/03 13:47:19+00,,,,{948251EC-DD1A-4D5F-A688-503ED223C0FA},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357239.0157,407277.0785,,237806,1,,Vesturbær Götulýsing,,64.1385479,-21.93305338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861767,Götuljós,18,84409,106,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:45:07+00,,,,{51ED9A8A-4951-48CF-BA7C-714B2EC28292},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0106&Eignaflokkur=15440&Sleppa=0,356890.0742,407626.6193,,237794,,,Vesturbær Götulýsing,,64.14153455,-21.94054594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861768,Götuljós,18,84410,106,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:45:07+00,,,,{B1A8C31C-1DFE-4147-A39E-7B04E29D897A},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0106&Eignaflokkur=15440&Sleppa=0,356881.9659,407541.3826,,237795,,,Vesturbær Götulýsing,,64.14076742,-21.94063089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861769,Götuljós,18,84411,106,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:45:07+00,,,,{336938A9-CFCB-4B43-A1C1-8820E41AB194},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0106&Eignaflokkur=15440&Sleppa=0,356920.0801,407498.8441,,237796,,,Vesturbær Götulýsing,,64.14040216,-21.93980828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861770,Götuljós,18,84412,106,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:45:07+00,,,,{FA2E577A-EEF2-4512-8836-85562C33BEA3},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0106&Eignaflokkur=15440&Sleppa=0,356952.6591,407487.0092,,237797,,,Vesturbær Götulýsing,,64.1403097,-21.93912855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861771,Götuljós,18,84413,26,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:47:19+00,,,,{31A55E72-D1FC-4447-BABC-8141518699F9},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357259.9971,407270.4992,,237798,1,,Vesturbær Götulýsing,,64.13849768,-21.93261667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861772,Götuljós,18,84414,26,2022,Götuljósakort,Reykjavíkurborg - eignasjóður,0,40002112,,117,,Hönnun hjá RVK,2022/12/20 10:13:49+00,2023/05/03 13:47:19+00,,,,{ADEBE591-7827-4E2A-B7D6-C02C3AF22D23},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357281.9872,407270.3311,,237799,1,,Vesturbær Götulýsing,,64.13850532,-21.93216537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862721,Götuljós,80,28697,26,1996,Götuljósakort,Reykjavíkurborg - eignasjóður,0,70002695,2626,107,268.6498444,,1996/05/21 00:00:00+00,2023/01/04 13:27:25+00,0,,403,{C35447FE-5304-47AD-B204-28902BD90AB4},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357340.452,407237.235,0,33880,1,,Vesturbær Götulýsing,,64.13823308,-21.93093441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862750,Götuljós,8,992,26,1996,Götuljósakort,Reykjavíkurborg - eignasjóður,0,1-2015A,2662,108,245.0560947,,1996/05/21 00:00:00+00,2023/01/04 13:27:25+00,0,,403,{166C138C-FD5C-48FC-845F-D82254EF47E1},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357117.248,407318.015,0,33880,1,,Vesturbær Götulýsing,,64.13886403,-21.93559056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862751,Götuljós,99,28703,26,1996,Götuljósakort,Reykjavíkurborg - eignasjóður,0,1-2015A,2663,199,90,Veita_43002,1996/05/21 00:00:00+00,2023/01/04 13:27:26+00,0,,403,{BAF660AC-E54E-4434-AEB2-A9C88CD8618D},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357156.223,407301.695,0,33880,1,,Vesturbær Götulýsing,,64.13873402,-21.9347754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862903,Götuljós,3,66380,26,2005,Götuljósakort,Reykjavíkurborg - eignasjóður,0,70002695,710427,103,247.2490237,Veita_43002,2006/01/30 09:39:14+00,2023/01/04 13:27:23+00,0,,403,{16FE67E7-0D96-4ADB-ABCC-05FA24C2695B},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357294.97,407243.268,0,33880,1,,Vesturbær Götulýsing,,64.13826822,-21.93187325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862905,Götuljós,99,28713,26,1996,Götuljósakort,Reykjavíkurborg - eignasjóður,0,1-2015A,2627,199,90,Veita_43002,1996/05/21 00:00:00+00,2023/01/04 13:27:24+00,10,,403,{01688B56-E5B6-412A-8EE1-401BA06DE42D},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357213.913,407284.933,0,33880,1,,Vesturbær Götulýsing,,64.13860784,-21.93357587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863076,Götuljós,21,28702,26,1996,Götuljósakort,Reykjavíkurborg - eignasjóður,0,1-2015A,2664,121,68.10216331,,1996/05/21 00:00:00+00,2023/01/04 13:27:26+00,0,,403,{CE81C9F3-163F-41AD-B685-BAAACD517CEB},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357191.737,407287.356,0,33880,1,,Hringbraut Hringbr./Smárag,,64.13862032,-21.93403313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863077,Götuljós,89,50397,26,2002,Götuljósakort,Reykjavíkurborg - eignasjóður,0,70002695,97407,189,180,Veita_43002,2003/03/28 00:00:00+00,2023/01/04 13:27:24+00,0,,403,{12A034DB-68A2-4BEE-B94C-1AE642C1D9EA},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357330.5321,407249.8074,0,33880,1,,Vesturbær Götulýsing,,64.1383416,-21.93114989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863112,Götuljós,3,66379,26,2005,Götuljósakort,Reykjavíkurborg - eignasjóður,0,70093170,710426,103,247.2490237,Veita_43002,2006/01/30 09:39:08+00,2023/01/04 13:27:26+00,10,,403,{F4D09B47-2285-4E25-81CA-5D29899D9208},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357259.34,407260.062,0,33880,1,,Vesturbær Götulýsing,,64.13840388,-21.93262021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864655,Götuljós,99,27377,74,1995,Götuljósakort,Listasafn Reykjavíkur,0,1-0681,1971,1,35.54216003,,1996/02/19 00:00:00+00,2023/05/02 12:48:02+00,0,,403,{740D4584-8315-4B26-814F-6644F81A7FDA},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0074&Eignaflokkur=15440&Sleppa=0,356901.581,407641.258,0,16729,,,Sóleyjargata 2 Hljómskálinn,,64.14167052,-21.94032382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864656,Götuljós,99,27376,74,1995,Götuljósakort,Listasafn Reykjavíkur,0,1-0681,1972,1,309.921814,,1996/02/19 00:00:00+00,2023/05/02 12:48:08+00,0,,403,{69A63B2B-40AB-4DF7-8D67-6AB9471D319E},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0074&Eignaflokkur=15440&Sleppa=0,356902.147,407644.982,0,16729,,,Sóleyjargata 2 Hljómskálinn,,64.14170412,-21.94031576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865129,Götuljós,99,27375,74,1995,Götuljósakort,Listasafn Reykjavíkur,0,1-0681,1973,1,118.4069157,,1996/02/19 00:00:00+00,2023/05/02 12:48:27+00,0,,403,{EE3ACC95-EB8B-4305-8BC9-E02392157DF5},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0074&Eignaflokkur=15440&Sleppa=0,356896.24,407694.235,0,16729,,,Sóleyjargata 2 Hljómskálinn,,64.14214298,-21.940484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865156,Götuljós,99,27374,74,1995,Götuljósakort,Listasafn Reykjavíkur,0,1-0681,1974,1,42.20642471,,1996/02/19 00:00:00+00,2023/05/02 12:48:27+00,0,,403,{CE174609-2EBC-4A95-89D1-BC7A26756AB1},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0074&Eignaflokkur=15440&Sleppa=0,356889.157,407695.396,0,16729,,,Sóleyjargata 2 Hljómskálinn,,64.14215043,-21.94063044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865157,Götuljós,18,66358,432,2005,Götuljósakort,Gatnamálastofa-rekstur/viðhald,0,70096747,711000,118,180.8680515,Veita_43002,2005/05/18 15:57:11+00,2023/05/02 12:47:19+00,0,,403,{FE424AF8-2283-496B-A7A6-ED9385BF6760},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0432&Eignaflokkur=15440&Sleppa=0,356825.994,407532.208,0,21044,,,Vesturbær Götulýsing,,64.14066186,-21.94177051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865158,Götuljós,17,26994,74,1994,Götuljósakort,Reykjavíkurborg - eignasjóður,0,70096747,1494211,117,335.7907253,Áætlað 2009 - Dreifing,1993/12/31 00:00:00+00,2023/05/02 12:45:41+00,0,,403,{6F1507E7-9793-47FC-A93C-C658D7540A00},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0074&Eignaflokkur=15440&Sleppa=0,356863.984,407642.352,0,16729,,,Vesturbær Götulýsing,,64.14166464,-21.94109628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865643,Götuljós,5,81271,26,2020,Götuljósakort,Reykjavíkurborg - eignasjóður,0,70002695,1559005,105,265.981691,\\torfajokull\hnitanir$\Lmæling\lukhnit\2020\OR20010941.csv,2020/08/26 11:56:03+00,2023/01/04 13:27:24+00,0.01,0.013,802,{718C240A-2244-4CD4-8372-60B8B6A03096},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357306.371,407241.291,16.742,33880,1,,Vesturbær Götulýsing,,64.13825525,-21.93163747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866381,Götuljós,18,66357,432,2005,Götuljósakort,Gatnamálastofa-rekstur/viðhald,0,70096747,711004,118,211.1389724,Veita_43002,2005/05/18 15:57:11+00,2023/05/03 13:41:44+00,0.3,,403,{02800E93-C3EC-41BB-B915-B05438B32014},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0432&Eignaflokkur=15440&Sleppa=0,356844.389,407459.279,0,14657,,,Vesturbær Götulýsing,,64.14001607,-21.94132343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866384,Götuljós,17,27048,106,2005,Götuljósakort,Gatnamálastofa-rekstur/viðhald,0,70096747,1214673,117,90,Áætlað 2009 - Dreifing,1995/11/28 00:00:00+00,2023/05/03 13:45:07+00,0,,403,{AB66DBA6-48CA-445A-8F71-9D43AFE8469E},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0106&Eignaflokkur=15440&Sleppa=0,356878.771,407567.677,0,42944,,,Vesturbær Götulýsing,,64.1410017,-21.94072156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867783,Strætóskýli,89,31414,26,1998,Götuljósakort,Reykjavíkurborg - eignasjóður,0,,0,5,341.2058563,,1998/12/29 00:00:00+00,2023/01/04 13:27:26+00,0,,403,{1C7AEA4E-3435-49B7-B2B5-8F10BF68E52E},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357184.438,407294.246,0,33880,1,,"Hringbraut, SVR nr.331          ",,64.13867902,-21.93418944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868203,Götuljós,3,66378,26,2005,Götuljósakort,Reykjavíkurborg - eignasjóður,0,70093170,710425,103,247.2490237,Veita_43002,2006/01/30 09:38:59+00,2023/01/04 13:27:25+00,10,,403,{2320148C-ECC8-43F6-A540-4B8F71D3B692},Innfært,https://dmm.on.is/service/HandlerGatlistiOpinLeitEignaflokkur.ashx?Gatlisti=22553&OpinLeit=drst0026&Eignaflokkur=15440&Sleppa=0,357225.7,407273.643,0,33880,1,,Vesturbær Götulýsing,,64.13851158,-21.93332329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,